order_id,customer_id,order_status,order_purchase_timestamp,order_estimated_delivery_date,shipping_limit_date,order_item_id,product_id,price,freight_value,payment_type,payment_value,review_id,review_score
8cd68144cdb62dc0d60848cf8616d2a4,c03b40c7971bc52b3d018247891270c5,delivered,2017-08-04 10:08:27,2017-08-28,2017-08-10 02:55:16,3,002af88741ba70c7b5cf4e4a0ad7ef85,39.0,16.11,boleto,330.66,89a1739b53cc6c500a3a5e0d423b2439,5
8cd68144cdb62dc0d60848cf8616d2a4,c03b40c7971bc52b3d018247891270c5,delivered,2017-08-04 10:08:27,2017-08-28,2017-08-10 02:55:16,2,002af88741ba70c7b5cf4e4a0ad7ef85,39.0,16.11,boleto,330.66,89a1739b53cc6c500a3a5e0d423b2439,5
8cd68144cdb62dc0d60848cf8616d2a4,c03b40c7971bc52b3d018247891270c5,delivered,2017-08-04 10:08:27,2017-08-28,2017-08-10 02:55:16,1,002af88741ba70c7b5cf4e4a0ad7ef85,39.0,16.11,boleto,330.66,89a1739b53cc6c500a3a5e0d423b2439,5
5cfd514482e22bc992e7693f0e3e8df7,519a8af813fe88578029697625439e8b,delivered,2017-10-13 17:19:17,2017-11-06,2017-10-19 19:06:56,1,38faaf77a4cd4dfb50ea8512e66285b0,689.99,20.59,voucher,45.17,922ba895d2ddda7792d41167aba6edcb,5
d0a945f85ba1074b60aac97ade7e240e,4a44c8f258b8780e1da133c1f1c39854,delivered,2018-04-30 20:24:53,2018-05-28,2018-05-22 03:15:13,2,6e2a68aa94eb2a3b5b3499bf2314d544,251.92,18.58,credit_card,541.0,f34af5838cd71416f126d6cdc0334fac,5
d0a945f85ba1074b60aac97ade7e240e,4a44c8f258b8780e1da133c1f1c39854,delivered,2018-04-30 20:24:53,2018-05-28,2018-05-22 03:15:13,1,6e2a68aa94eb2a3b5b3499bf2314d544,251.92,18.58,credit_card,541.0,f34af5838cd71416f126d6cdc0334fac,5
c39414c195d0f94c9d9c35e7c6ed4f1a,0dac2ac6dcbbda827846734c0dc2dde6,delivered,2018-08-01 11:57:29,2018-08-28,2018-08-09 13:00:13,1,e59dd207c69d86e890febadc796d1078,125.0,14.22,credit_card,139.22,bb386d014587878d25a4d151d233865e,1
5d9c5817e278892b7498d90bfa28ade8,b583a7efe4522c8ce8942bd47f33d487,canceled,2018-04-26 08:13:54,2018-05-10,2018-05-03 08:31:17,2,f6dc856631040b5a7843b14a94b09b96,110.9,34.18,credit_card,290.16,d7aab6a7134b55c71503d87cb1bf2206,1
5d9c5817e278892b7498d90bfa28ade8,b583a7efe4522c8ce8942bd47f33d487,canceled,2018-04-26 08:13:54,2018-05-10,2018-05-03 08:31:17,1,f6dc856631040b5a7843b14a94b09b96,110.9,34.18,credit_card,290.16,d7aab6a7134b55c71503d87cb1bf2206,1
b69b9260e79a0da00e15f48de1bd2524,0b34456a261dcc179512d6652e8cb276,delivered,2017-05-31 16:27:58,2017-06-30,2017-06-09 04:23:34,1,30e010e9df8943899f267097d49b5c1a,264.99,18.35,boleto,283.34,c5fdab3f6cdadbfd1dba8099415403c2,4
f45074ae38f2e01d9b854ec8d40362ff,d036487ffd91aa5b2f21e17f2bb83543,delivered,2017-08-20 15:36:25,2017-09-01,2017-08-24 15:45:18,1,222efa72a47277d611b8b38d71149afd,6.0,7.78,credit_card,13.78,7843f6f7c9dbddb776bf1cefb53c8b3a,4
81cedc4d2132eb6f512354166e51b187,a8f6bb35d78515a1762eb626d52b6352,delivered,2018-07-30 21:02:01,2018-08-09,2018-08-05 21:10:20,1,0d0bc6cf9765ffe8b4d3103138c96cdd,17.49,12.79,credit_card,30.28,d458ea62d7d39dc3dbe056be40f5f9a1,1
595f598849d89203c28d05d0fbf3f92e,cefab390926b6fc3de3ca94c82ebb1ba,delivered,2017-09-25 16:38:46,2017-10-19,2017-10-09 17:10:25,1,c4913f978f6af6755a1dcc8d16e76774,14.85,11.73,credit_card,26.58,f144475f7887fc43a72d81fa27ad8b47,5
f9d0ec2fa088ac583e1ccd15b6686073,2b9c9e251dbb2a2a768fd48fbf151e4c,delivered,2017-02-28 15:19:04,2017-03-29,2017-03-13 19:18:23,1,95aaccc936e7e81419cce63c21062954,74.99,14.69,credit_card,89.68,8648b35aab915b57a95e2c7fba897369,1
b2bb080b6bc860118a246fd9b6fad6da,023042a5cd5724a563a100acb1cf89c9,delivered,2017-07-31 23:55:27,2017-08-22,2017-08-07 00:43:21,1,0c3d6918621fbc7eb3c1dbb40d36b746,181.9,16.02,credit_card,173.84,c55453140da9ffccdc6f3e6b1b568597,5
23f10f509600c30cf2852f9dbdf28fc3,934b4fa2791f6e1db380d989180d20cc,delivered,2018-05-09 10:36:28,2018-05-28,2018-05-15 10:55:17,1,59003ff3120537147fec3f06e92cd920,87.99,15.5,credit_card,103.49,6ef481746f25161fb4dafd2adc000640,5
f86f6472fa9f395d8d9a6751ca118afb,ce6d32fa00bbae809e07c14126e5fa6e,delivered,2018-04-19 09:55:30,2018-05-18,2018-04-25 10:11:59,1,99f265229d46f700208ad7cb1ff48aae,44.99,19.04,credit_card,64.03,f9183aa72368168032f8bdb8c1d28924,5
1dcf0c8cd36ffaf57784fbdc90079310,34955e04695a861e22cfc5600244118d,delivered,2018-04-19 21:16:39,2018-05-22,2018-04-25 21:31:03,1,c9ea06f7fd4bd778e96031f46f60dfb9,99.9,57.25,credit_card,157.15,6a111683db3cf01ce0dd5399d68ad109,4
00d8d65b666158b633f96054d31af43b,5e98d1f8f0534c460557d71961a7f10a,delivered,2017-10-13 19:57:48,2017-11-07,2017-10-23 04:24:35,1,a0450529bd974ebeaf93b1731184396a,94.9,35.98,boleto,130.88,4b3588c776c3ea20c413a0a319c4121c,3
cf30fe76d1505192acee1c6dccb15545,3692097ced25d93525a447a4276fcf2f,delivered,2017-10-10 14:04:45,2017-11-03,2017-10-27 15:29:53,1,a2a1d57880bb40e60b59530ba0177ccf,39.0,8.72,credit_card,47.72,6cedc60b0a89027aefa0ff3a2529ab5e,5
d3e774a185c0b1b2286ffd6c70abe2e6,54845a8b81a2d3e5b77fa702300da942,delivered,2018-05-04 14:59:32,2018-05-23,2018-05-10 14:55:12,1,b42c05a477c94b52587fa47d777928df,94.5,23.24,credit_card,117.74,c07a4a50b9d81ecfa74b5f6a37258bae,4
32b1d8f3789a57f1f752e20ac7404b4c,ae12a474c8de7dd68097a884fa9049b4,delivered,2018-07-29 21:51:09,2018-08-06,2018-08-02 03:55:23,1,5403528d987ad26e8d7cb25940411987,49.0,7.6,boleto,56.6,c66624fa24f6d390368ba9e1e8e05436,1
c10d412026c4077b8e83acf0fea04eee,4e2311c6a3b9c353851097a679ede20a,delivered,2017-09-12 21:39:28,2017-10-16,2017-09-18 21:55:21,3,b0961721fd839e9982420e807758a2a6,59.9,28.82,credit_card,266.16,bba844077a5d734bf1b7b574ce28d3e8,5
c10d412026c4077b8e83acf0fea04eee,4e2311c6a3b9c353851097a679ede20a,delivered,2017-09-12 21:39:28,2017-10-16,2017-09-18 21:55:21,2,b0961721fd839e9982420e807758a2a6,59.9,28.82,credit_card,266.16,bba844077a5d734bf1b7b574ce28d3e8,5
c10d412026c4077b8e83acf0fea04eee,4e2311c6a3b9c353851097a679ede20a,delivered,2017-09-12 21:39:28,2017-10-16,2017-09-18 21:55:21,1,b0961721fd839e9982420e807758a2a6,59.9,28.82,credit_card,266.16,bba844077a5d734bf1b7b574ce28d3e8,5
0e0441786430b7cfcd0d91f822ea4c99,f1220b145cc86460b4276b9b3e23e57d,delivered,2018-02-16 16:58:34,2018-03-08,2018-02-22 16:10:46,1,a5ae8400fc9fcacd4af585a57bbf264a,105.0,16.49,credit_card,121.49,fd7308aa5743d9109546023df0f4740d,4
6ffb3f1686bceae3466facf7e02ce3fb,0bb18eb234e80c2f203cac31f9b03078,delivered,2018-01-23 20:15:12,2018-02-20,2018-01-29 21:20:27,1,c39071c6647a7c3e20d61989ec98c305,16.9,15.1,credit_card,32.0,9b7bbd7a1ba18f5b58b3636a8609a503,5
afef48d3c8a0b1b7c9b7f8f922fb5674,65f09de0b77ca07963fde8601c6be1fb,invoiced,2017-11-10 16:27:32,2017-12-06,2017-11-17 16:50:47,1,31945c8811d04df20bf86224210b4084,134.9,18.51,credit_card,153.41,dfaf49a4644a9b5afcc050667c3d2255,1
c0db7d31ace61fc360a3eaa34dd3457c,80c0276f1c674e7b026d5a39799afaa4,delivered,2018-02-13 16:36:56,2018-02-23,2018-02-22 15:50:30,1,22c5ddc22ea8cae84fc9917def682dc6,56.99,8.72,credit_card,65.71,fde2e6abaf5bb64f7407a44741c24dec,5
d574338f566ca28dd67820f48ec1f1d8,d0715495890791e60e858ffc2b414cf9,delivered,2017-12-12 21:22:07,2018-01-17,2017-12-18 21:35:30,1,1a0971a6f39f04118207a7308d451e9d,239.0,39.22,credit_card,278.22,16d8fcf9ba5cc1c57cfd8c77e3845362,5
b19ca559688b49e8cf7f88c1aa3f0009,9bbf4660a4028f0bac41bf43b26b4e61,delivered,2017-07-21 22:39:25,2017-08-17,2017-07-26 22:50:14,1,53759a2ecddad2bb87a079a1f1519f73,59.9,13.44,credit_card,73.34,f9bd3d3a8996ae21931ad3026be569d1,5
5be8d4719fe2e3669e2d07dddf3b6b0c,b57c17af5030179bbd0611d5f7162bfc,delivered,2017-07-07 22:45:42,2017-07-31,2017-07-12 22:55:14,1,372645c7439f9661fbbacfd129aa92ec,99.9,17.95,credit_card,117.85,54dbd8e7d61a95254ba6409b19b20c32,3
4a02e985c7239d866a632f07ed20d9c0,9c449813f9569a241e5daa4e2e1ba726,delivered,2017-10-05 11:26:37,2017-10-24,2017-10-11 11:44:56,1,9834262f81613c7215955ac3b7081919,39.9,8.72,credit_card,48.62,df23084261dbc5c961eebf0cdf46a79b,1
3e17eef8a8bd0131c7aed90d7508799e,a97f15194f6fc81433e550a34dec906a,delivered,2017-12-07 12:53:03,2017-12-26,2017-12-13 15:31:57,1,fad534edb8f35664713c4b766fa473d4,44.9,9.09,credit_card,53.99,97c3d6d09883a7aa48e3f58616c8a69c,5
f8d323a2702fed37f0229965f7e9f8b3,6238211c5b1c7812db24bd1aeb5fbc4e,delivered,2017-12-09 23:22:15,2018-01-30,2017-12-13 23:30:21,1,c1f5307decb89342351bec53668cffd9,29.99,21.15,credit_card,51.14,02282b74e56df9dc93f06686656e7a95,4
de4090fd9b7900d46323b0c7c36b7128,6f750933c4466edfcd08b82f4ddfd920,delivered,2018-05-05 10:27:28,2018-05-30,2018-05-10 10:35:22,1,387e781bdd254dd8821e6194af0fa8d7,102.9,18.55,credit_card,121.45,317a22fbeac23df2d0e098bf85ab709b,5
17e5131fe1d4b1a8dc14d4a66914f9d7,0b8520e0d24d4e14482e01e73e5740c0,delivered,2017-10-12 17:35:47,2017-10-31,2017-10-18 18:55:17,1,422879e10f46682990de24d770e7f83d,59.9,13.44,credit_card,73.34,0278efd9e9b69b5722b4fb10fc0a3c60,5
20f136d890c31a62486c809f91a5b098,e46db370a98dec564da620109436f09a,delivered,2017-06-21 16:54:28,2017-07-13,2017-06-28 17:02:49,1,9048cbd294fe0c1a3ec8c8248bc2cadd,69.9,47.78,credit_card,117.68,43310eef57e5f5f520cdb52f91b9876f,4
d60a89ab9bc1e68834465ae630c3343e,036aac46214f6843a9e8e0ca702e335e,delivered,2018-04-16 09:45:05,2018-05-10,2018-04-20 09:55:26,1,ffc0b406806006602c5853b00ab5f7fd,79.9,35.69,credit_card,115.59,52d021731969385ccacd81288c54d9e8,5
d46f45b0d795bcf47a19d301710e63fe,6c80fee990fe729ac1f0f26209a2c961,delivered,2018-05-16 23:10:39,2018-05-28,2018-05-22 23:55:11,1,5efb4125102dcaa9a937dc2002c96aba,18.45,8.82,credit_card,27.27,3dabd034fb83d215a1cf5fd24d39a95f,5
21b8b46679ea6482cbf911d960490048,1e7c63005e58c8c02c20ef58f76735a0,delivered,2018-05-08 14:23:15,2018-06-04,2018-05-14 14:35:11,1,57210152ac995411cc3cbbaff91488a5,33.41,11.39,voucher,43.12,2a8b7628d66ff19aca775175082dd758,5
e6670c9089973cc68e5b90b7d1f4fec4,bdbf22817eb36add4815586f4957adb1,delivered,2018-08-12 22:21:44,2018-08-30,2018-08-15 22:30:17,1,4ff38de0673d41a0da1499e300720ef6,69.9,18.59,credit_card,88.49,de81764f130ce1fff678263c1ff5f103,4
85a4fbdba48c815924115fb82330071c,ff93b4413884cd9b2d851e9133d8c1ab,delivered,2017-05-24 19:20:02,2017-06-20,2017-05-30 19:30:18,1,dbfc3878e8b8a96816236363e132e6e3,19.99,14.1,credit_card,34.09,1cd6c656dbd46abbaee4b5d9ed09931e,5
f49cd89d6dad6dd5759ecf15dfe4bb19,0f687ed7edef79545319e147f39a290a,delivered,2018-02-19 10:06:26,2018-03-19,2018-03-07 03:31:41,1,18b0e642cbae7251e60a64aa07dd9eb9,31.9,15.1,boleto,47.0,80cf4e640c82614a3fcc91ae9b2cdea5,5
83f24bbc4f76a2730ba9c9cfa32e6d07,d49bac4ac7d77b956f2b185ab700fbf1,delivered,2017-04-27 09:09:44,2017-06-06,2017-05-05 09:25:08,1,765c417cdc38443aaa558a0159a98591,209.9,21.55,credit_card,231.45,683598a96354d366237bdb8797a55c3d,5
0b65284a1a74114ea029b7676fdc1ba3,84e14521bff8cbb289a87be1961d3d08,delivered,2017-05-09 04:33:51,2017-06-16,2017-05-15 05:02:14,1,f7e0fa615b386bc9a8b9eb52bc1fff76,89.9,54.3,credit_card,144.2,52c8ec046f1e71dd2f4bddc76064e43a,5
cf61ad2218e5c14397e7c0ba7a6a50f9,1f543da240d9e98a776df1a9b93fb0cc,delivered,2018-08-08 10:25:55,2018-08-29,2018-08-17 10:35:13,1,88bffa97ba651ca4ee0710fa7e0e9653,19.9,15.24,debit_card,35.14,c119c6c509b0c674ef92196e3bb186d2,5
243312dbb316253ab77bb0140d94803c,680e38a70d371582570f41cc47dc2791,delivered,2018-03-17 08:21:08,2018-04-05,2018-03-28 08:49:39,1,4178e16324fd0c9a8e18463caf390cc6,269.0,16.79,credit_card,285.79,4f74dff7e54d4b818f558cba8083fe5e,4
8973a53fcad22a79e0ff315e7f9a0fd9,25370debebc4aa0de58614a2478bf59c,delivered,2017-10-22 12:23:20,2017-11-10,2017-10-26 12:35:20,2,26f4f1d683f32cfce93292cc626d5eea,71.6,16.75,credit_card,176.7,0985210ad6123c6554ec19639a43cea2,1
8973a53fcad22a79e0ff315e7f9a0fd9,25370debebc4aa0de58614a2478bf59c,delivered,2017-10-22 12:23:20,2017-11-10,2017-10-26 12:35:20,1,26f4f1d683f32cfce93292cc626d5eea,71.6,16.75,credit_card,176.7,0985210ad6123c6554ec19639a43cea2,1
f090de1b2ed9f4e251662cb31e3c7127,ab2b94cec822788e131f15e0033544cf,shipped,2017-02-22 10:10:52,2017-03-23,2017-02-27 10:10:52,1,63de2743d05ab59d85caa49e49459ac1,15.75,10.96,credit_card,27.63,19077ba4e4d6bf42e976d2ea418abde2,3
2ccde1e4676c20b9444e2bcbed36334c,a10c24a3a00d939852f086c7162e564d,delivered,2017-06-18 10:24:32,2017-07-13,2017-06-28 10:42:56,1,1d3ecbda18167c766a3381fd16108e4a,119.99,14.57,credit_card,134.56,9b0e89862fcb8419c30f3f290e770db1,5
0f4b5614da144989e2acc5291af24357,a3343433090af3beb34febb7899bf0ee,delivered,2017-05-03 13:26:13,2017-06-13,2017-05-12 14:02:26,1,722dc14e0848efdb771dca6de2929c41,79.0,17.98,credit_card,96.98,8402f88954582ad4ad929eb9ffd9f40a,5
c51dcdd98e1c413f3d394ffcb4656ed1,555c1dc901d3cae90a9d452d888865c5,delivered,2018-08-19 19:28:08,2018-08-31,2018-08-22 12:55:30,1,bcee6fd62c36b571fc4522eb3aa7138b,68.65,41.46,credit_card,110.11,22361e8b7c22c912ad57d50a55c8b253,5
ea9184ad433a404df1d72fa0a8764232,92f70647283582ec50ca1bb5794f6c90,delivered,2018-08-20 20:10:03,2018-09-11,2018-08-27 20:29:50,1,eb6511e81e85ff51547765cbc892f094,89.0,18.72,voucher,22.49,569a9d510e8ac5d8fda9254f72fd6438,5
8f936fb77c720ab9ccd618af38c885cc,58d45cf285d3d5bdd45609c696e00b9e,delivered,2017-09-06 09:24:02,2017-10-02,2017-09-13 09:35:20,1,9c7ce59c96e74dfdfc51f13a4a6c3869,29.0,17.63,credit_card,46.63,2038e5d66c525d1c57061d11d9310b37,5
0fba53cb4e9429e38cd2750c32fa24a5,90cf9029b6b6b9469c7f0f9c82a59da3,delivered,2017-11-06 15:40:30,2017-11-17,2017-11-14 03:31:06,1,bd84287687cd6471cc78eee8ed6a6a8e,43.49,8.72,boleto,52.21,08d02cd2b8f2e1941530e843c0903ce5,1
cdaa116d3c2521b4b6976043508d0943,c7ada2a2ca6ff94ccc7bbd16af1dec55,delivered,2018-02-12 18:59:10,2018-02-21,2018-02-19 18:15:31,1,ee0c1cf2fbeae95205b4aa506f1469f0,53.99,7.78,credit_card,61.77,2b8b04385ba9e32f58219135a16fdea8,1
68d7420c86be23f313c81a554320f986,0b79f0da6032b5f6e932f3c603b16820,delivered,2017-11-26 18:17:55,2017-12-18,2017-12-01 17:59:51,1,8a852e038778b1f5f20b41824892c3b8,104.9,16.98,boleto,121.88,2f5263672777e45a6d41e2ea12e2747b,4
a5f860aaf6a3c35399495aefe92d363f,3fc1728dbe8a2b9375d4b530b8932550,delivered,2018-06-26 14:39:22,2018-07-11,2018-06-28 14:57:27,3,29b5add9129fe45fb3854c50cbd2765c,17.86,7.39,credit_card,75.75,1756f3a6e91c1cb546124d076b62fb14,5
a5f860aaf6a3c35399495aefe92d363f,3fc1728dbe8a2b9375d4b530b8932550,delivered,2018-06-26 14:39:22,2018-07-11,2018-06-28 14:57:27,2,29b5add9129fe45fb3854c50cbd2765c,17.86,7.39,credit_card,75.75,1756f3a6e91c1cb546124d076b62fb14,5
a5f860aaf6a3c35399495aefe92d363f,3fc1728dbe8a2b9375d4b530b8932550,delivered,2018-06-26 14:39:22,2018-07-11,2018-06-28 14:57:27,1,29b5add9129fe45fb3854c50cbd2765c,17.86,7.39,credit_card,75.75,1756f3a6e91c1cb546124d076b62fb14,5
f51e3c7f79d1e2c076acbb6af1588b95,3469ebe2f9aa5e08f1a85ecf20b549e0,delivered,2017-03-10 20:04:32,2017-03-29,2017-03-16 20:04:32,1,e1da02256dce4dee2207c36853547c7b,118.0,12.22,credit_card,130.22,04301c70eecafac0bc5d27bf931a5790,5
9184724aacd6a7da5bcf4c08c2c674a8,ef82ec18f684c8b9f44339a739570043,delivered,2017-05-18 20:26:57,2017-06-20,2017-05-24 20:35:09,1,a8115d34a4b7b74388da609692162c37,31.9,25.63,credit_card,57.53,49385346aa56d0c26f85630c768174e6,5
8bdc559b124e47eb71b5d1be8d6675e4,3517a15e565f703c87c0086d471b8b8c,delivered,2017-11-26 15:47:11,2017-12-15,2017-11-30 15:56:29,1,42a2c92a0979a949ca4ea89ec5c7b934,58.9,17.12,credit_card,76.02,c3f4bd872aa52c2fe115d7d2e2ec8573,5
49d3db2a02106c24d6ef800bd8ad5546,b7a09c321b57fbcccf7b5fe38c5bd8f0,delivered,2018-02-20 16:05:55,2018-03-16,2018-02-28 02:10:43,1,ee57070aa3b24a06fdd0e02efd2d757d,74.9,15.27,boleto,90.17,d6d5c4f6a64c5fccf2c3b7bbbe6143b2,4
c604ad5f1e0d0bcf9977cf46d1d72303,b7d2c0ccf5e66c2d1c496d6a8250eae4,delivered,2017-08-10 11:16:22,2017-09-01,2017-08-16 11:30:20,1,63151b33c46a1f0619697a4e7ca198c3,16.9,14.1,credit_card,31.0,ff40e2c8cfd37c247defc55bb2392bc1,5
859980aae511377b7230f72d90bfc580,fab4d0e05c214c4baa684e6107d77757,delivered,2018-03-16 17:16:38,2018-04-05,2018-03-22 17:30:37,2,87cb507e0daa37bbf34956fd59eba832,29.0,6.51,credit_card,106.77,14951d82da22dc7d9f55d0b06aa51b3f,1
859980aae511377b7230f72d90bfc580,fab4d0e05c214c4baa684e6107d77757,delivered,2018-03-16 17:16:38,2018-04-05,2018-03-22 17:30:37,1,43423cdffde7fda63d0414ed38c11a73,54.99,16.27,credit_card,106.77,14951d82da22dc7d9f55d0b06aa51b3f,1
e2cd740333fe4585ead5c50c61edb6a5,4a51cb396dec2a0c8395363ebae19916,delivered,2018-01-08 21:24:09,2018-02-07,2018-01-12 21:50:29,1,6413f7a28e149a324c4a914000399fb2,144.99,18.26,voucher,163.25,42670fb123411bc7d1e31553bb78e1cd,3
55779fa8fe072d9f8c92d672154558f2,4c9b48364e100b48b70b65f7223518bb,delivered,2017-09-13 23:13:16,2017-10-04,2017-09-21 02:10:49,2,b74d57e3377dd78aace6d070fc48cc88,65.9,47.84,boleto,233.66,67ba8ea5ae084e85e469c160975bef4a,4
55779fa8fe072d9f8c92d672154558f2,4c9b48364e100b48b70b65f7223518bb,delivered,2017-09-13 23:13:16,2017-10-04,2017-09-21 02:10:49,1,8cee1d824765335c48ccc515c2ecf4b8,96.0,23.92,boleto,233.66,67ba8ea5ae084e85e469c160975bef4a,4
99bc267f49d76932cd195bfb2a94dd03,a74d22d1fa7ac7e321a09c49fb1b3b15,delivered,2018-02-26 11:25:38,2018-03-20,2018-03-02 11:49:41,1,4298b7e67dc399c200662b569563a2b2,149.9,13.18,credit_card,163.08,377a86f193a178bd56c334db6f231034,1
